CODIGO DO MUNICIPIO - TOM;CODIGO DO MUNICIPIO - IBGE;MUNICIPIO - TOM;municipio - IBGE;UF
2824;3125002;EWBANK DA CAMARA;Ewbank Da Camara;MG
2825;3125101;EXTREMA;Extrema;MG
2826;3125200;FAMA;Fama;MG
2827;3125309;FARIA LEMOS;Faria Lemos;MG
2828;3125408;FELICIO DOS SANTOS;Felicio Dos Santos;MG
2829;3125507;SAO GONCALO DO RIO PRETO;Sao Goncalo Do Rio Preto;MG
2830;3125606;FELISBURGO;Felisburgo;MG
2831;3125705;FELIXLANDIA;Felixlandia;MG
2832;3125804;FERNANDES TOURINHO;Fernandes Tourinho;MG
2833;3125903;FERROS;Ferros;MG
2834;3126000;FLORESTAL;Florestal;MG
2835;3126109;FORMIGA;Formiga;MG
2836;3126208;FORMOSO;Formoso;MG
2837;3126307;FORTALEZA DE MINAS;Fortaleza De Minas;MG
2838;3126406;FORTUNA DE MINAS;Fortuna De Minas;MG
2839;3126505;FRANCISCO BADARO;Francisco Badaro;MG
2840;3126604;FRANCISCO DUMONT;Francisco Dumont;MG
2841;3126703;FRANCISCO SA;Francisco Sa;MG
2842;3126802;FREI GASPAR;Frei Gaspar;MG
2843;3126901;FREI INOCENCIO;Frei Inocencio;MG
2844;3127008;FRONTEIRA;Fronteira;MG
2845;3127107;FRUTAL;Frutal;MG
2846;3127206;FUNILANDIA;Funilandia;MG
2847;3127305;GALILEIA;Galileia;MG
2848;3127404;GONCALVES;Goncalves;MG
2849;3127503;GONZAGA;Gonzaga;MG
2850;3127602;GOUVEIA;Gouveia;MG
2851;3127701;GOVERNADOR VALADARES;Governador Valadares;MG
2852;3127800;GRAO MOGOL;Grao Mogol;MG
2853;3127909;GRUPIARA;Grupiara;MG
2854;3128006;GUANHAES;Guanhaes;MG
2855;3128105;GUAPE;Guape;MG
2856;3128204;GUARACIABA;Guaraciaba;MG
2857;3128303;GUARANESIA;Guaranesia;MG
2858;3128402;GUARANI;Guarani;MG
2859;3128501;GUARARA;Guarara;MG
2860;3128600;GUARDA-MOR;Guarda-Mor;MG
2861;3128709;GUAXUPE;Guaxupe;MG
2862;3128808;GUIDOVAL;Guidoval;MG
2863;3128907;GUIMARANIA;Guimarania;MG
2864;3129004;GUIRICEMA;Guiricema;MG
2865;3129103;GURINHATA;Gurinhata;MG
2866;3129202;HELIODORA;Heliodora;MG
2867;3129301;IAPU;Iapu;MG
2868;3129400;IBERTIOGA;Ibertioga;MG
2869;3129509;IBIA;Ibia;MG
2870;3129608;IBIAI;Ibiai;MG
2871;3129707;IBIRACI;Ibiraci;MG
2872;3129806;IBIRITE;Ibirite;MG
2873;3129905;IBITIURA DE MINAS;Ibitiura De Minas;MG
2874;3130002;IBITURUNA;Ibituruna;MG
2875;3130101;IGARAPE;Igarape;MG
2876;3130200;IGARATINGA;Igaratinga;MG
2877;3130309;IGUATAMA;Iguatama;MG
2878;3130408;IJACI;Ijaci;MG
2879;3130507;ILICINEA;Ilicinea;MG
2880;3130606;INCONFIDENTES;Inconfidentes;MG
2881;3130705;INDIANOPOLIS;Indianopolis;MG
2882;3130804;INGAI;Ingai;MG
2883;3130903;INHAPIM;Inhapim;MG
2884;3131000;INHAUMA;Inhauma;MG
2885;3131109;INIMUTABA;Inimutaba;MG
2886;3131208;IPANEMA;Ipanema;MG
2887;3131307;IPATINGA;Ipatinga;MG
2888;3131406;IPIACU;Ipiacu;MG
2889;3131505;IPUIUNA;Ipuiuna;MG
2890;3131604;IRAI DE MINAS;Irai De Minas;MG
2891;3131703;ITABIRA;Itabira;MG
2892;3131802;ITABIRINHA;Itabirinha;MG
2893;3131901;ITABIRITO;Itabirito;MG
2894;3132008;ITACAMBIRA;Itacambira;MG
2895;3132107;ITACARAMBI;Itacarambi;MG
2896;3132206;ITAGUARA;Itaguara;MG
2897;3132305;ITAIPE;Itaipe;MG
2898;3132404;ITAJUBA;Itajuba;MG
2899;3132503;ITAMARANDIBA;Itamarandiba;MG
2900;3132602;ITAMARATI DE MINAS;Itamarati De Minas;MG
2901;3132701;ITAMBACURI;Itambacuri;MG
2902;3132800;ITAMBE DO MATO DENTRO;Itambe Do Mato Dentro;MG
2903;3132909;ITAMOGI;Itamogi;MG
2904;3133006;ITAMONTE;Itamonte;MG
2905;3133105;ITANHANDU;Itanhandu;MG
2906;3133204;ITANHOMI;Itanhomi;MG
2907;3133303;ITAOBIM;Itaobim;MG
2908;3133402;ITAPAGIPE;Itapagipe;MG
2909;3133501;ITAPECERICA;Itapecerica;MG
2910;3133600;ITAPEVA;Itapeva;MG
2911;3133709;ITATIAIUCU;Itatiaiucu;MG
2912;3133808;ITAUNA;Itauna;MG
2913;3133907;ITAVERAVA;Itaverava;MG
2914;3134004;ITINGA;Itinga;MG
2915;3134103;ITUETA;Itueta;MG
2916;3134202;ITUIUTABA;Ituiutaba;MG
2917;3134301;ITUMIRIM;Itumirim;MG
2918;3134400;ITURAMA;Iturama;MG
2919;3134509;ITUTINGA;Itutinga;MG
2920;3134608;JABOTICATUBAS;Jaboticatubas;MG
2921;3134707;JACINTO;Jacinto;MG
2922;3134806;JACUI;Jacui;MG
2923;3134905;JACUTINGA;Jacutinga;MG
2924;3135001;JAGUARACU;Jaguaracu;MG
2925;3135100;JANAUBA;Janauba;MG
2926;3135209;JANUARIA;Januaria;MG
2927;3135308;JAPARAIBA;Japaraiba;MG
2928;3135407;JECEABA;Jeceaba;MG
2929;3135506;JEQUERI;Jequeri;MG
2930;3135605;JEQUITAI;Jequitai;MG
2931;3135704;JEQUITIBA;Jequitiba;MG
2932;3135803;JEQUITINHONHA;Jequitinhonha;MG
2933;3135902;JESUANIA;Jesuania;MG
2934;3136009;JOAIMA;Joaima;MG
2935;3136108;JOANESIA;Joanesia;MG
2936;3136207;JOAO MONLEVADE;Joao Monlevade;MG
2937;3136306;JOAO PINHEIRO;Joao Pinheiro;MG
2938;3136405;JOAQUIM FELICIO;Joaquim Felicio;MG
2939;3136504;JORDANIA;Jordania;MG
2940;3136603;NOVA UNIAO;Nova Uniao;MG
2941;3136702;JUIZ DE FORA;Juiz De Fora;MG
2942;3136801;JURAMENTO;Juramento;MG
2943;3136900;JURUAIA;Juruaia;MG
2944;3137007;LADAINHA;Ladainha;MG
2945;3137106;LAGAMAR;Lagamar;MG
2946;3137205;LAGOA DA PRATA;Lagoa Da Prata;MG
2947;3137304;LAGOA DOS PATOS;Lagoa Dos Patos;MG
2948;3137403;LAGOA DOURADA;Lagoa Dourada;MG
2949;3137502;LAGOA FORMOSA;Lagoa Formosa;MG
2950;3137601;LAGOA SANTA;Lagoa Santa;MG
2951;3137700;LAJINHA;Lajinha;MG
2952;3137809;LAMBARI;Lambari;MG
2953;3137908;LAMIM;Lamim;MG
2954;3138005;LARANJAL;Laranjal;MG
2955;3138104;LASSANCE;Lassance;MG
2956;3138203;LAVRAS;Lavras;MG
2957;3138302;LEANDRO FERREIRA;Leandro Ferreira;MG
2958;3138401;LEOPOLDINA;Leopoldina;MG
2959;3138500;LIBERDADE;Liberdade;MG
2960;3138609;LIMA DUARTE;Lima Duarte;MG
2961;3138708;LUMINARIAS;Luminarias;MG
2962;3138807;LUZ;Luz;MG
2963;3138906;MACHACALIS;Machacalis;MG
2964;3139003;MACHADO;Machado;MG
2965;3139102;MADRE DE DEUS DE MINAS;Madre De Deus De Minas;MG
2966;3139201;MALACACHETA;Malacacheta;MG
2967;3139300;MANGA;Manga;MG
2968;3139409;MANHUACU;Manhuacu;MG
2969;3139508;MANHUMIRIM;Manhumirim;MG
2970;3139607;MANTENA;Mantena;MG
2971;3139706;MARAVILHAS;Maravilhas;MG
2972;3139805;MAR DE ESPANHA;Mar De Espanha;MG
2973;3139904;MARIA DA FE;Maria Da Fe;MG
2974;3140001;MARIANA;Mariana;MG
2975;3140100;MARILAC;Marilac;MG
2976;3140209;MARIPA DE MINAS;Maripa De Minas;MG
2977;3140308;MARLIERIA;Marlieria;MG
2978;3140407;MARMELOPOLIS;Marmelopolis;MG
2979;3140506;MARTINHO CAMPOS;Martinho Campos;MG
2980;3140605;MATERLANDIA;Materlandia;MG
2981;3140704;MATEUS LEME;Mateus Leme;MG
2982;3140803;MATIAS BARBOSA;Matias Barbosa;MG
2983;3140902;MATIPO;Matipo;MG
2984;3141009;MATO VERDE;Mato Verde;MG
2985;3141108;MATOZINHOS;Matozinhos;MG
2986;3141207;MATUTINA;Matutina;MG
2987;3141306;MEDEIROS;Medeiros;MG
2988;3141405;MEDINA;Medina;MG
2989;3141504;MENDES PIMENTEL;Mendes Pimentel;MG
2990;3141603;MERCES;Merces;MG
2991;3141702;MESQUITA;Mesquita;MG
2992;3141801;MINAS NOVAS;Minas Novas;MG
2993;3141900;MINDURI;Minduri;MG
2994;3142007;MIRABELA;Mirabela;MG
2995;3142106;MIRADOURO;Miradouro;MG
2996;3142205;MIRAI;Mirai;MG
2997;3142304;MOEDA;Moeda;MG
2998;3142403;MOEMA;Moema;MG
2999;3142502;MONJOLOS;Monjolos;MG
3000;3142601;MONSENHOR PAULO;Monsenhor Paulo;MG
3001;3142700;MONTALVANIA;Montalvania;MG
3002;3142809;MONTE ALEGRE DE MINAS;Monte Alegre De Minas;MG
3003;3142908;MONTE AZUL;Monte Azul;MG
3004;3143005;MONTE BELO;Monte Belo;MG
3005;3143104;MONTE CARMELO;Monte Carmelo;MG
3006;3143203;MONTE SANTO DE MINAS;Monte Santo De Minas;MG
3007;3143302;MONTES CLAROS;Montes Claros;MG
3008;3143401;MONTE SIAO;Monte Siao;MG
3009;3143500;MORADA NOVA DE MINAS;Morada Nova De Minas;MG
3010;3143609;MORRO DA GARCA;Morro Da Garca;MG
3011;3143708;MORRO DO PILAR;Morro Do Pilar;MG
3012;3143807;MUNHOZ;Munhoz;MG
3013;3143906;MURIAE;Muriae;MG
3014;3144003;MUTUM;Mutum;MG
3015;3144102;MUZAMBINHO;Muzambinho;MG
3016;3144201;NACIP RAYDAN;Nacip Raydan;MG
3017;3144300;NANUQUE;Nanuque;MG
3018;3144409;NATERCIA;Natercia;MG
3019;3144508;NAZARENO;Nazareno;MG
3020;3144607;NEPOMUCENO;Nepomuceno;MG
3021;3144706;NOVA ERA;Nova Era;MG
3022;3144805;NOVA LIMA;Nova Lima;MG
3023;3144904;NOVA MODICA;Nova Modica;MG
3024;3145000;NOVA PONTE;Nova Ponte;MG
3025;3145109;NOVA RESENDE;Nova Resende;MG
3026;3145208;NOVA SERRANA;Nova Serrana;MG
3027;3145307;NOVO CRUZEIRO;Novo Cruzeiro;MG
3028;3145406;OLARIA;Olaria;MG
3029;3145505;OLIMPIO NORONHA;Olimpio Noronha;MG
3030;3145604;OLIVEIRA;Oliveira;MG
3031;3145703;OLIVEIRA FORTES;Oliveira Fortes;MG
3032;3145802;ONCA DE PITANGUI;Onca De Pitangui;MG
3033;3145901;OURO BRANCO;Ouro Branco;MG
3034;3146008;OURO FINO;Ouro Fino;MG
3035;3146107;OURO PRETO;Ouro Preto;MG
3036;3146206;OURO VERDE DE MINAS;Ouro Verde De Minas;MG
3037;3146305;PADRE PARAISO;Padre Paraiso;MG
3038;3146404;PAINEIRAS;Paineiras;MG
3039;3146503;PAINS;Pains;MG
3040;3146602;PAIVA;Paiva;MG
3041;3146701;PALMA;Palma;MG
3042;3127057;FRONTEIRA DOS VALES;Fronteira Dos Vales;MG
3043;3146909;PAPAGAIOS;Papagaios;MG
3044;3147006;PARACATU;Paracatu;MG
3045;3147105;PARA DE MINAS;Para De Minas;MG
3046;3147204;PARAGUACU;Paraguacu;MG
3047;3147303;PARAISOPOLIS;Paraisopolis;MG
3048;3147402;PARAOPEBA;Paraopeba;MG
3049;3147501;PASSABEM;Passabem;MG
3050;3147600;PASSA QUATRO;Passa Quatro;MG
3051;3147709;PASSA TEMPO;Passa Tempo;MG
3052;3147808;PASSA VINTE;Passa Vinte;MG
3053;3147907;PASSOS;Passos;MG
3054;3148004;PATOS DE MINAS;Patos De Minas;MG
3055;3148103;PATROCINIO;Patrocinio;MG
3056;3148202;PATROCINIO DO MURIAE;Patrocinio Do Muriae;MG
3057;3148301;PAULA CANDIDO;Paula Candido;MG
3058;3148400;PAULISTAS;Paulistas;MG
3059;3148509;PAVAO;Pavao;MG
3060;3148608;PECANHA;Pecanha;MG
3061;3148707;PEDRA AZUL;Pedra Azul;MG
3062;3148806;PEDRA DO ANTA;Pedra Do Anta;MG
3063;3148905;PEDRA DO INDAIA;Pedra Do Indaia;MG
3064;3149002;PEDRA DOURADA;Pedra Dourada;MG
3065;3149101;PEDRALVA;Pedralva;MG
3066;3149200;PEDRINOPOLIS;Pedrinopolis;MG
3067;3149309;PEDRO LEOPOLDO;Pedro Leopoldo;MG
3068;3149408;PEDRO TEIXEIRA;Pedro Teixeira;MG
3069;3149507;PEQUERI;Pequeri;MG
3070;3149606;PEQUI;Pequi;MG
3071;3149705;PERDIGAO;Perdigao;MG
3072;3149804;PERDIZES;Perdizes;MG
3073;3149903;PERDOES;Perdoes;MG
3074;3150000;PESCADOR;Pescador;MG
3075;3150109;PIAU;Piau;MG
3076;3150208;PIEDADE DE PONTE NOVA;Piedade De Ponte Nova;MG
3077;3150307;PIEDADE DO RIO GRANDE;Piedade Do Rio Grande;MG
3078;3150406;PIEDADE DOS GERAIS;Piedade Dos Gerais;MG
3079;3150505;PIMENTA;Pimenta;MG
3080;3150604;PIRACEMA;Piracema;MG
3081;3150703;PIRAJUBA;Pirajuba;MG
3082;3150802;PIRANGA;Piranga;MG
3083;3150901;PIRANGUCU;Pirangucu;MG
3084;3151008;PIRANGUINHO;Piranguinho;MG
3085;3151107;PIRAPETINGA;Pirapetinga;MG
3086;3151206;PIRAPORA;Pirapora;MG
3087;3151305;PIRAUBA;Pirauba;MG
3088;3151404;PITANGUI;Pitangui;MG
3089;3151503;PIUMHI;Piumhi;MG
3090;3151602;PLANURA;Planura;MG
3091;3151701;POCO FUNDO;Poco Fundo;MG
3092;3151800;POCOS DE CALDAS;Pocos De Caldas;MG
3093;3151909;POCRANE;Pocrane;MG
3094;3152006;POMPEU;Pompeu;MG
3095;3152105;PONTE NOVA;Ponte Nova;MG
3096;3152204;PORTEIRINHA;Porteirinha;MG
3097;3152303;PORTO FIRME;Porto Firme;MG
3098;3152402;POTE;Pote;MG
3099;3152501;POUSO ALEGRE;Pouso Alegre;MG
3100;3152600;POUSO ALTO;Pouso Alto;MG
3101;3152709;PRADOS;Prados;MG
3102;3152808;PRATA;Prata;MG
3103;3152907;PRATAPOLIS;Pratapolis;MG
3104;3153004;PRATINHA;Pratinha;MG
3105;3153103;PRESIDENTE BERNARDES;Presidente Bernardes;MG
3106;3153202;PRESIDENTE JUSCELINO;Presidente Juscelino;MG
3107;3153301;PRESIDENTE KUBITSCHEK;Presidente Kubitschek;MG
3108;3153400;PRESIDENTE OLEGARIO;Presidente Olegario;MG
3109;3153509;ALTO JEQUITIBA;Alto Jequitiba;MG
3110;3153608;PRUDENTE DE MORAIS;Prudente De Morais;MG
3111;3153707;QUARTEL GERAL;Quartel Geral;MG
3112;3153806;QUELUZITO;Queluzito;MG
3113;3153905;RAPOSOS;Raposos;MG
3114;3154002;RAUL SOARES;Raul Soares;MG
3115;3154101;RECREIO;Recreio;MG
3116;3154200;RESENDE COSTA;Resende Costa;MG
3117;3154309;RESPLENDOR;Resplendor;MG
3118;3154408;RESSAQUINHA;Ressaquinha;MG
3119;3154507;RIACHO DOS MACHADOS;Riacho Dos Machados;MG
3120;3154606;RIBEIRAO DAS NEVES;Ribeirao Das Neves;MG
3121;3154705;RIBEIRAO VERMELHO;Ribeirao Vermelho;MG
3122;3154804;RIO ACIMA;Rio Acima;MG
3123;3154903;RIO CASCA;Rio Casca;MG
3124;3155009;RIO DOCE;Rio Doce;MG
3125;3155108;RIO DO PRADO;Rio Do Prado;MG
3126;3155207;RIO ESPERA;Rio Espera;MG
3127;3155306;RIO MANSO;Rio Manso;MG
3128;3155405;RIO NOVO;Rio Novo;MG
3129;3155504;RIO PARANAIBA;Rio Paranaiba;MG
3130;3155603;RIO PARDO DE MINAS;Rio Pardo De Minas;MG
3131;3155702;RIO PIRACICABA;Rio Piracicaba;MG
3132;3155801;RIO POMBA;Rio Pomba;MG
3133;3155900;RIO PRETO;Rio Preto;MG
3134;3156007;RIO VERMELHO;Rio Vermelho;MG
3135;3156106;RITAPOLIS;Ritapolis;MG
3136;3156205;ROCHEDO DE MINAS;Rochedo De Minas;MG
3137;3156304;RODEIRO;Rodeiro;MG
3138;3156403;ROMARIA;Romaria;MG
3139;3156502;RUBELITA;Rubelita;MG
3140;3156601;RUBIM;Rubim;MG
3141;3156700;SABARA;Sabara;MG
3142;3156809;SABINOPOLIS;Sabinopolis;MG
3143;3156908;SACRAMENTO;Sacramento;MG
3144;3157005;SALINAS;Salinas;MG
3145;3157104;SALTO DA DIVISA;Salto Da Divisa;MG
3146;3157203;SANTA BARBARA;Santa Barbara;MG
3147;3157302;SANTA BARBARA DO TUGURIO;Santa Barbara Do Tugurio;MG
3148;3157401;SANTA CRUZ DO ESCALVADO;Santa Cruz Do Escalvado;MG
3149;3157500;SANTA EFIGENIA DE MINAS;Santa Efigenia De Minas;MG
3150;3157609;SANTA FE DE MINAS;Santa Fe De Minas;MG
3151;3157708;SANTA JULIANA;Santa Juliana;MG
3152;3157807;SANTA LUZIA;Santa Luzia;MG
3153;3157906;SANTA MARGARIDA;Santa Margarida;MG
3154;3158003;SANTA MARIA DE ITABIRA;Santa Maria De Itabira;MG
3155;3158102;SANTA MARIA DO SALTO;Santa Maria Do Salto;MG
3156;3158201;SANTA MARIA DO SUACUI;Santa Maria Do Suacui;MG
3157;3158300;SANTANA DA VARGEM;Santana Da Vargem;MG
3158;3158409;SANTANA DE CATAGUASES;Santana De Cataguases;MG
3159;3158508;SANTANA DE PIRAPAMA;Santana De Pirapama;MG
3160;3158607;SANTANA DO DESERTO;Santana Do Deserto;MG
3161;3158706;SANTANA DO GARAMBEU;Santana Do Garambeu;MG
3162;3158805;SANTANA DO JACARE;Santana Do Jacare;MG
3163;3158904;SANTANA DO MANHUACU;Santana Do Manhuacu;MG
3164;3159001;SANTANA DO RIACHO;Santana Do Riacho;MG
3165;3159100;SANTANA DOS MONTES;Santana Dos Montes;MG
3166;3159209;SANTA RITA DE CALDAS;Santa Rita De Caldas;MG
3167;3159308;SANTA RITA DE JACUTINGA;Santa Rita De Jacutinga;MG
3168;3159407;SANTA RITA DE IBITIPOCA;Santa Rita De Ibitipoca;MG
3169;3159506;SANTA RITA DO ITUETO;Santa Rita Do Itueto;MG
3170;3159605;SANTA RITA DO SAPUCAI;Santa Rita Do Sapucai;MG
3171;3159704;SANTA ROSA DA SERRA;Santa Rosa Da Serra;MG
3172;3159803;SANTA VITORIA;Santa Vitoria;MG
3173;3159902;SANTO ANTONIO DO AMPARO;Santo Antonio Do Amparo;MG
3174;3160009;SANTO ANTONIO DO AVENTUREIRO;Santo Antonio Do Aventureiro;MG
3175;3160108;SANTO ANTONIO DO GRAMA;Santo Antonio Do Grama;MG
3176;3160207;SANTO ANTONIO DO ITAMBE;Santo Antonio Do Itambe;MG
3177;3160306;SANTO ANTONIO DO JACINTO;Santo Antonio Do Jacinto;MG
3178;3160405;SANTO ANTONIO DO MONTE;Santo Antonio Do Monte;MG
3179;3160504;SANTO ANTONIO DO RIO ABAIXO;Santo Antonio Do Rio Abaixo;MG
3180;3160603;SANTO HIPOLITO;Santo Hipolito;MG
3181;3160702;SANTOS DUMONT;Santos Dumont;MG
3182;3160801;SAO BENTO ABADE;Sao Bento Abade;MG
3183;3160900;SAO BRAS DO SUACUI;Sao Bras Do Suacui;MG
3184;3161007;SAO DOMINGOS DO PRATA;Sao Domingos Do Prata;MG
3185;3161106;SAO FRANCISCO;Sao Francisco;MG
3186;3161205;SAO FRANCISCO DE PAULA;Sao Francisco De Paula;MG
3187;3161304;SAO FRANCISCO DE SALES;Sao Francisco De Sales;MG
3188;3161403;SAO FRANCISCO DO GLORIA;Sao Francisco Do Gloria;MG
3189;3161502;SAO GERALDO;Sao Geraldo;MG
3190;3161601;SAO GERALDO DA PIEDADE;Sao Geraldo Da Piedade;MG
3191;3161700;SAO GONCALO DO ABAETE;Sao Goncalo Do Abaete;MG
3192;3161809;SAO GONCALO DO PARA;Sao Goncalo Do Para;MG
3193;3161908;SAO GONCALO DO RIO ABAIXO;Sao Goncalo Do Rio Abaixo;MG
3194;3162005;SAO GONCALO DO SAPUCAI;Sao Goncalo Do Sapucai;MG
3195;3162104;SAO GOTARDO;Sao Gotardo;MG
3196;3162203;SAO JOAO BATISTA DO GLORIA;Sao Joao Batista Do Gloria;MG
3197;3162302;SAO JOAO DA MATA;Sao Joao Da Mata;MG
3198;3162401;SAO JOAO DA PONTE;Sao Joao Da Ponte;MG
3199;3162500;SAO JOAO DEL REI;Sao Joao Del Rei;MG
3200;3162609;SAO JOAO DO ORIENTE;Sao Joao Do Oriente;MG
3201;3162708;SAO JOAO DO PARAISO;Sao Joao Do Paraiso;MG
3202;3162807;SAO JOAO EVANGELISTA;Sao Joao Evangelista;MG
3203;3162906;SAO JOAO NEPOMUCENO;Sao Joao Nepomuceno;MG
3204;3163003;SAO JOSE DA SAFIRA;Sao Jose Da Safira;MG
3205;3163102;SAO JOSE DA VARGINHA;Sao Jose Da Varginha;MG
3206;3163201;SAO JOSE DO ALEGRE;Sao Jose Do Alegre;MG
3207;3163300;SAO JOSE DO DIVINO;Sao Jose Do Divino;MG
3208;3163409;SAO JOSE DO GOIABAL;Sao Jose Do Goiabal;MG
3209;3163508;SAO JOSE DO JACURI;Sao Jose Do Jacuri;MG
3210;3163607;SAO JOSE DO MANTIMENTO;Sao Jose Do Mantimento;MG
3211;3163706;SAO LOURENCO;Sao Lourenco;MG
3212;3163805;SAO MIGUEL DO ANTA;Sao Miguel Do Anta;MG
3213;3163904;SAO PEDRO DA UNIAO;Sao Pedro Da Uniao;MG
3214;3164001;SAO PEDRO DOS FERROS;Sao Pedro Dos Ferros;MG
3215;3164100;SAO PEDRO DO SUACUI;Sao Pedro Do Suacui;MG
3216;3164209;SAO ROMAO;Sao Romao;MG
3217;3164308;SAO ROQUE DE MINAS;Sao Roque De Minas;MG
3218;3164407;SAO SEBASTIAO DA BELA VISTA;Sao Sebastiao Da Bela Vista;MG
3219;3164506;SAO SEBASTIAO DO MARANHAO;Sao Sebastiao Do Maranhao;MG
3220;3164605;SAO SEBASTIAO DO OESTE;Sao Sebastiao Do Oeste;MG
3221;3164704;SAO SEBASTIAO DO PARAISO;Sao Sebastiao Do Paraiso;MG
3222;3164803;SAO SEBASTIAO DO RIO PRETO;Sao Sebastiao Do Rio Preto;MG
3223;3164902;SAO SEBASTIAO DO RIO VERDE;Sao Sebastiao Do Rio Verde;MG
3224;3165008;SAO TIAGO;Sao Tiago;MG
3225;3165107;SAO TOMAS DE AQUINO;Sao Tomas De Aquino;MG
3226;3165206;SAO TOME DAS LETRAS;Sao Tome Das Letras;MG
3227;3165305;SAO VICENTE DE MINAS;Sao Vicente De Minas;MG
3228;3165404;SAPUCAI-MIRIM;Sapucai-Mirim;MG
3229;3165503;SARDOA;Sardoa;MG
3230;3165602;SENADOR CORTES;Senador Cortes;MG
3231;3165701;SENADOR FIRMINO;Senador Firmino;MG
3232;3165800;SENADOR JOSE BENTO;Senador Jose Bento;MG
3233;3165909;SENADOR MODESTINO GONCALVES;Senador Modestino Goncalves;MG
3234;3166006;SENHORA DE OLIVEIRA;Senhora De Oliveira;MG
3235;3166105;SENHORA DO PORTO;Senhora Do Porto;MG
3236;3166204;SENHORA DOS REMEDIOS;Senhora Dos Remedios;MG
3237;3166303;SERICITA;Sericita;MG
3238;3166402;SERITINGA;Seritinga;MG
3239;3166501;SERRA AZUL DE MINAS;Serra Azul De Minas;MG
3240;3166600;SERRA DA SAUDADE;Serra Da Saudade;MG
3241;3166709;SERRA DOS AIMORES;Serra Dos Aimores;MG
3242;3166808;SERRA DO SALITRE;Serra Do Salitre;MG
3243;3166907;SERRANIA;Serrania;MG
3244;3167004;SERRANOS;Serranos;MG
3245;3167103;SERRO;Serro;MG
3246;3167202;SETE LAGOAS;Sete Lagoas;MG
3247;3167301;SILVEIRANIA;Silveirania;MG
3248;3167400;SILVIANOPOLIS;Silvianopolis;MG
3249;3167509;SIMAO PEREIRA;Simao Pereira;MG
3250;3167608;SIMONESIA;Simonesia;MG
3251;3167707;SOBRALIA;Sobralia;MG
3252;3167806;SOLEDADE DE MINAS;Soledade De Minas;MG
3253;3167905;TABULEIRO;Tabuleiro;MG
3254;3168002;TAIOBEIRAS;Taiobeiras;MG
3255;3168101;TAPIRA;Tapira;MG
3256;3168200;TAPIRAI;Tapirai;MG
3257;3168309;TAQUARACU DE MINAS;Taquaracu De Minas;MG
3258;3168408;TARUMIRIM;Tarumirim;MG
3259;3168507;TEIXEIRAS;Teixeiras;MG
3260;3168606;TEOFILO OTONI;Teofilo Otoni;MG
3261;3168705;TIMOTEO;Timoteo;MG
3262;3168804;TIRADENTES;Tiradentes;MG
3263;3168903;TIROS;Tiros;MG
3264;3169000;TOCANTINS;Tocantins;MG
3265;3169109;TOLEDO;Toledo;MG
3266;3169208;TOMBOS;Tombos;MG
3267;3169307;TRES CORACOES;Tres Coracoes;MG
3268;3169406;TRES PONTAS;Tres Pontas;MG
3269;3169505;TUMIRITINGA;Tumiritinga;MG
3270;3169604;TUPACIGUARA;Tupaciguara;MG
3271;3169703;TURMALINA;Turmalina;MG
3272;3169802;TURVOLANDIA;Turvolandia;MG
3273;3169901;UBA;Uba;MG
3274;3170008;UBAI;Ubai;MG
3275;3170107;UBERABA;Uberaba;MG
3276;3170206;UBERLANDIA;Uberlandia;MG
3277;3170305;UMBURATIBA;Umburatiba;MG
3278;3170404;UNAI;Unai;MG
3279;3170503;URUCANIA;Urucania;MG
3280;3170602;VARGEM BONITA;Vargem Bonita;MG
3281;3170701;VARGINHA;Varginha;MG
3282;3170800;VARZEA DA PALMA;Varzea Da Palma;MG
3283;3170909;VARZELANDIA;Varzelandia;MG
3284;3171006;VAZANTE;Vazante;MG
3285;3172202;WENCESLAU BRAZ;Wenceslau Braz;MG
3286;3171105;VERISSIMO;Verissimo;MG
3287;3171204;VESPASIANO;Vespasiano;MG
3288;3171303;VICOSA;Vicosa;MG
3289;3171402;VIEIRAS;Vieiras;MG
3290;3171501;MATHIAS LOBATO;Mathias Lobato;MG
3291;3171600;VIRGEM DA LAPA;Virgem Da Lapa;MG
3292;3171709;VIRGINIA;Virginia;MG
3293;3171808;VIRGINOPOLIS;Virginopolis;MG
3294;3171907;VIRGOLANDIA;Virgolandia;MG
3295;3172004;VISCONDE DO RIO BRANCO;Visconde Do Rio Branco;MG
3296;3172103;VOLTA GRANDE;Volta Grande;MG
3297;3545159;SALTINHO;Saltinho;SP
3298;3549953;SAO LOURENCO DA SERRA;Sao Lourenco Da Serra;SP
3299;4128633;DOUTOR ULYSSES;Doutor Ulysses;PR
3300;4111258;ITAPERUCU;Itaperucu;PR
3301;4119152;PINHAIS;Pinhais;PR
3302;4127882;TUNAS DO PARANA;Tunas Do Parana;PR
3303;4117214;NOVA SANTA BARBARA;Nova Santa Barbara;PR
3304;4115754;MAUA DA SERRA;Maua Da Serra;PR
3305;4119657;PITANGUEIRAS;Pitangueiras;PR
3306;4101051;ANAHY;Anahy;PR
3307;4107124;DIAMANTE DO SUL;Diamante Do Sul;PR
3308;4110052;IGUATU;Iguatu;PR
3309;4123824;SANTA LUCIA;Santa Lucia;PR
3310;4103024;BOA ESPERANCA DO IGUACU;Boa Esperanca Do Iguacu;PR
3311;4106571;CRUZEIRO DO IGUACU;Cruzeiro Do Iguacu;PR
