codigo,idade,departamento,escolaridade,sexo,nivel,funcao,est_civil,salario,horas_trab,total_tempo_trab,cursos_ultimo_ano,tempo_empresa,tempo_funcao,ultima_promocao,tempo_gerente_atual,deixou_a_empresa
381,35,P&D,3,F,3,Gerente,Divorviado(a),11996,80,10,6,7,7,6,2,N
382,38,Vendas,2,F,2,Executivo de Vendas,Divorviado(a),5605,80,8,3,8,0,7,7,N
384,26,P&D,3,F,2,Diretor de Manufatura,Divorviado(a),6397,80,6,6,6,5,1,4,N
385,50,P&D,1,M,5,Diretor de Pesquisa,Divorviado(a),19144,80,28,4,10,4,1,6,N
386,53,P&D,4,M,4,Diretor de Pesquisa,Casado(a),17584,80,21,5,5,3,1,3,N
387,42,Vendas,1,M,2,Executivo de Vendas,Casado(a),4907,80,20,3,20,16,11,6,N
388,29,Vendas,2,M,2,Executivo de Vendas,Solteiro(a),4554,80,10,3,10,7,0,9,N
389,55,P&D,2,M,2,Tecnico de Laboratorio,Casado(a),5415,80,12,4,10,7,0,8,N
390,26,P&D,2,M,2,Representante de Saude,Casado(a),4741,80,5,3,5,3,3,3,N
391,37,P&D,3,F,1,Pesquisador,Solteiro(a),2115,80,17,3,17,12,5,7,N
392,44,P&D,3,M,1,Tecnico de Laboratorio,Divorviado(a),3161,80,19,0,1,0,0,0,S
393,38,P&D,4,M,2,Representante de Saude,Divorviado(a),5745,80,10,2,2,2,1,2,N
394,26,P&D,4,M,1,Tecnico de Laboratorio,Divorviado(a),2373,80,5,2,3,2,0,2,S
395,28,P&D,2,F,1,Pesquisador,Solteiro(a),3310,80,5,3,5,3,0,2,N
396,49,P&D,4,F,5,Diretor de Pesquisa,Solteiro(a),18665,80,22,4,3,2,1,2,N
397,36,P&D,3,M,2,Pesquisador,Solteiro(a),4485,80,10,2,8,0,7,7,N
399,31,Vendas,3,F,1,Representante de Vendas,Divorviado(a),2789,80,2,5,2,2,2,2,N
401,26,Vendas,4,M,2,Executivo de Vendas,Solteiro(a),5828,80,8,0,8,7,7,4,S
403,37,P&D,3,M,1,Pesquisador,Casado(a),2326,80,4,3,4,2,1,2,N
404,42,Vendas,3,F,4,Executivo de Vendas,Casado(a),13525,80,23,2,20,4,4,8,N
405,18,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),1420,80,0,2,0,0,0,0,S
406,35,Vendas,3,M,3,Executivo de Vendas,Casado(a),8020,80,12,3,11,9,6,9,N
407,36,P&D,4,M,1,Tecnico de Laboratorio,Casado(a),3688,80,4,2,1,0,0,0,N
408,51,P&D,3,M,2,Diretor de Manufatura,Divorviado(a),5482,80,13,3,4,1,1,2,N
410,41,Vendas,4,M,4,Gerente,Solteiro(a),16015,80,22,2,22,10,0,4,N
411,18,Vendas,3,F,1,Representante de Vendas,Solteiro(a),1200,80,0,2,0,0,0,0,N
412,28,P&D,2,M,2,Representante de Saude,Solteiro(a),5661,80,9,2,8,3,0,7,N
416,31,Vendas,3,M,2,Executivo de Vendas,Casado(a),6929,80,10,3,8,7,7,7,N
417,39,P&D,3,M,3,Representante de Saude,Divorviado(a),9613,80,19,5,18,10,3,7,N
419,36,P&D,4,F,2,Tecnico de Laboratorio,Casado(a),5674,80,11,3,9,8,0,8,N
420,32,Vendas,3,M,2,Executivo de Vendas,Casado(a),5484,80,13,3,13,8,4,8,N
421,38,P&D,2,F,3,Diretor de Pesquisa,Casado(a),12061,80,19,2,10,8,0,1,N
422,58,P&D,4,M,2,Representante de Saude,Divorviado(a),5660,80,12,2,5,3,1,2,N
423,31,P&D,4,M,1,Pesquisador,Casado(a),4821,80,6,4,5,2,0,3,N
424,31,RH,3,M,2,RH,Casado(a),6410,80,9,1,2,2,1,0,N
425,45,P&D,3,M,3,Tecnico de Laboratorio,Divorviado(a),5210,80,24,2,24,9,9,11,N
426,31,P&D,4,M,1,Pesquisador,Divorviado(a),2695,80,3,2,2,2,2,2,N
428,33,P&D,4,F,3,Gerente,Casado(a),11878,80,12,2,10,6,8,8,N
429,39,P&D,1,M,4,Gerente,Casado(a),17068,80,21,3,21,9,11,10,N
430,43,P&D,4,F,1,Tecnico de Laboratorio,Solteiro(a),2455,80,9,5,8,7,1,7,N
431,49,P&D,2,F,4,Representante de Saude,Solteiro(a),13964,80,25,2,7,1,0,7,N
433,52,P&D,4,M,2,Pesquisador,Casado(a),4941,80,11,3,8,2,7,7,S
434,27,P&D,3,F,1,Pesquisador,Solteiro(a),2478,80,4,2,4,3,1,2,N
436,32,Vendas,2,F,2,Executivo de Vendas,Casado(a),5228,80,13,2,13,12,11,9,N
437,27,Vendas,3,M,2,Executivo de Vendas,Solteiro(a),4478,80,5,3,5,4,0,4,N
438,31,Vendas,3,M,2,Executivo de Vendas,Divorviado(a),7547,80,13,3,7,7,1,7,N
439,32,P&D,4,F,2,Pesquisador,Solteiro(a),5055,80,10,0,7,7,0,7,N
440,28,P&D,4,M,1,Pesquisador,Casado(a),3464,80,5,4,3,2,2,2,S
441,30,P&D,2,F,2,Pesquisador,Casado(a),5775,80,11,2,10,8,1,9,N
442,31,P&D,2,F,3,Diretor de Manufatura,Casado(a),8943,80,10,2,10,9,8,9,N
444,39,P&D,2,M,5,Gerente,Casado(a),19272,80,21,2,21,9,13,3,N
445,39,Vendas,2,F,2,Executivo de Vendas,Casado(a),5238,80,12,3,1,0,0,0,S
446,33,Vendas,3,M,2,Executivo de Vendas,Solteiro(a),4682,80,9,6,7,7,0,1,N
447,47,P&D,5,M,5,Diretor de Pesquisa,Casado(a),18300,80,21,2,3,2,1,1,N
448,43,P&D,4,F,2,Tecnico de Laboratorio,Divorviado(a),5257,80,9,3,9,7,0,0,N
449,27,Vendas,1,M,2,Executivo de Vendas,Casado(a),6349,80,6,0,5,4,1,4,N
450,54,P&D,4,F,2,Pesquisador,Solteiro(a),4869,80,20,4,4,3,0,3,N
451,43,P&D,3,F,3,Representante de Saude,Casado(a),9985,80,10,1,1,0,0,0,N
452,45,P&D,4,M,2,Pesquisador,Casado(a),3697,80,12,3,10,9,9,8,N
453,40,Vendas,2,M,2,Executivo de Vendas,Casado(a),7457,80,6,2,4,3,0,2,N
454,29,P&D,4,M,1,Tecnico de Laboratorio,Casado(a),2119,80,7,4,7,7,0,7,S
455,29,P&D,5,M,1,Tecnico de Laboratorio,Solteiro(a),3983,80,4,2,3,2,2,2,N
456,30,Vendas,3,F,2,Executivo de Vendas,Divorviado(a),6118,80,10,2,10,9,1,2,N
458,27,Vendas,4,F,2,Executivo de Vendas,Casado(a),6214,80,8,3,8,7,0,7,N
460,37,P&D,2,M,2,Diretor de Manufatura,Divorviado(a),6347,80,8,2,6,2,0,4,N
461,38,P&D,2,M,3,Diretor de Pesquisa,Divorviado(a),11510,80,12,3,11,10,2,9,N
462,31,P&D,4,F,3,Diretor de Manufatura,Solteiro(a),7143,80,11,2,11,9,4,10,N
463,29,Vendas,1,F,2,Executivo de Vendas,Divorviado(a),8268,80,7,2,7,7,1,7,N
464,35,P&D,4,M,3,Diretor de Manufatura,Solteiro(a),8095,80,17,5,16,6,0,13,N
465,23,P&D,1,M,1,Pesquisador,Divorviado(a),2904,80,4,2,4,2,0,2,N
466,41,P&D,3,M,2,Diretor de Manufatura,Solteiro(a),6032,80,8,3,5,4,1,2,N
467,47,Vendas,1,M,2,Representante de Vendas,Solteiro(a),2976,80,5,3,0,0,0,0,N
468,42,P&D,5,F,4,Diretor de Pesquisa,Solteiro(a),15992,80,16,2,1,0,0,0,N
469,29,Vendas,3,M,2,Executivo de Vendas,Casado(a),4649,80,4,3,4,3,0,2,N
470,42,RH,1,M,1,RH,Divorviado(a),2696,80,4,5,3,2,1,0,N
471,32,P&D,3,F,1,Tecnico de Laboratorio,Casado(a),2370,80,8,4,8,0,0,7,N
473,48,Vendas,1,F,3,Gerente,Casado(a),12504,80,15,3,0,0,0,0,N
474,37,P&D,3,M,2,Pesquisador,Divorviado(a),5974,80,13,2,7,7,6,7,N
475,30,Vendas,2,F,2,Executivo de Vendas,Casado(a),4736,80,4,2,2,2,2,2,N
476,26,Vendas,3,M,2,Executivo de Vendas,Casado(a),5296,80,8,3,8,7,7,7,N
477,42,P&D,4,M,2,Representante de Saude,Solteiro(a),6781,80,14,6,1,0,0,0,N
478,21,Vendas,1,F,1,Representante de Vendas,Solteiro(a),2174,80,3,3,3,2,1,2,S
479,36,Vendas,5,F,2,Executivo de Vendas,Solteiro(a),6653,80,7,6,1,0,0,0,N
481,36,Vendas,4,M,3,Executivo de Vendas,Casado(a),9699,80,16,2,13,9,1,12,N
482,57,P&D,4,M,2,Representante de Saude,Casado(a),6755,80,15,2,3,2,1,2,N
483,40,P&D,4,F,1,Tecnico de Laboratorio,Casado(a),2213,80,10,3,7,7,1,7,N
484,21,Vendas,2,M,1,Representante de Vendas,Solteiro(a),2610,80,3,3,3,2,2,2,N
485,33,Vendas,3,F,1,Representante de Vendas,Solteiro(a),2851,80,1,2,1,0,0,0,S
486,37,P&D,3,F,1,Tecnico de Laboratorio,Casado(a),3452,80,17,3,5,4,0,3,N
487,46,P&D,4,F,2,Diretor de Manufatura,Casado(a),5258,80,7,2,1,0,0,0,N
488,41,Vendas,3,M,2,Executivo de Vendas,Solteiro(a),9355,80,8,5,8,7,7,7,S
491,50,P&D,3,M,3,Representante de Saude,Solteiro(a),10496,80,20,2,4,3,1,3,N
492,40,Vendas,2,M,2,Executivo de Vendas,Casado(a),6380,80,8,6,6,4,1,0,S
493,31,P&D,4,M,1,Pesquisador,Solteiro(a),2657,80,3,5,2,2,2,2,N
494,21,Vendas,3,F,1,Representante de Vendas,Solteiro(a),2716,80,1,0,1,0,0,0,S
495,29,P&D,3,M,1,Pesquisador,Solteiro(a),2201,80,6,4,3,2,1,2,N
496,35,P&D,4,M,2,Representante de Saude,Solteiro(a),6540,80,10,5,1,1,0,0,N
497,27,P&D,2,M,1,Tecnico de Laboratorio,Divorviado(a),3816,80,5,2,5,2,0,4,N
498,28,Vendas,4,M,2,Executivo de Vendas,Solteiro(a),5253,80,7,1,7,5,0,7,N
499,49,P&D,3,M,3,Representante de Saude,Solteiro(a),10965,80,26,2,5,2,0,0,N
500,51,Vendas,2,F,2,Executivo de Vendas,Casado(a),4936,80,18,2,7,7,0,7,N
501,36,P&D,3,F,1,Pesquisador,Casado(a),2543,80,6,3,2,2,2,2,N
502,34,Vendas,3,M,2,Executivo de Vendas,Solteiro(a),5304,80,9,3,5,2,0,4,S
505,55,P&D,3,F,4,Gerente,Solteiro(a),16659,80,30,2,5,4,1,2,N
507,24,Vendas,4,F,2,Executivo de Vendas,Divorviado(a),4260,80,5,2,5,2,0,3,N
508,30,Vendas,1,M,1,Representante de Vendas,Casado(a),2476,80,1,3,1,0,0,0,N
510,26,P&D,1,M,1,Pesquisador,Solteiro(a),3102,80,7,2,6,4,0,4,S
511,22,P&D,3,F,1,Pesquisador,Casado(a),2244,80,2,1,2,1,1,2,N
513,36,Vendas,2,M,3,Executivo de Vendas,Casado(a),7596,80,10,2,10,9,9,0,N
514,30,P&D,3,M,1,Pesquisador,Solteiro(a),2285,80,3,4,1,0,0,0,S
515,37,P&D,3,F,1,Tecnico de Laboratorio,Divorviado(a),3034,80,18,2,18,7,12,17,N
516,40,Vendas,2,F,2,Executivo de Vendas,Divorviado(a),5715,80,8,5,5,4,1,3,N
517,42,P&D,4,F,1,Tecnico de Laboratorio,Divorviado(a),2576,80,8,5,5,2,1,2,N
518,37,P&D,4,M,2,Diretor de Manufatura,Solteiro(a),4197,80,18,2,1,0,0,1,N
520,43,P&D,3,M,4,Diretor de Pesquisa,Divorviado(a),14336,80,25,3,25,10,3,9,N
521,40,P&D,3,F,2,Tecnico de Laboratorio,Casado(a),3448,80,20,3,1,0,0,0,N
522,54,P&D,2,M,5,Diretor de Pesquisa,Casado(a),19406,80,24,4,4,2,1,2,N
523,34,Vendas,4,F,2,Executivo de Vendas,Casado(a),6538,80,6,3,3,2,1,2,N
524,31,P&D,2,F,2,Diretor de Manufatura,Casado(a),4306,80,13,5,13,10,3,12,N
525,43,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),2258,80,8,1,3,2,1,2,N
526,43,P&D,4,F,2,Representante de Saude,Divorviado(a),4522,80,8,3,5,2,0,2,N
527,25,Vendas,2,F,2,Executivo de Vendas,Solteiro(a),4487,80,5,3,5,4,1,3,N
529,37,P&D,5,F,2,Pesquisador,Casado(a),4449,80,15,2,13,11,10,7,N
530,31,P&D,2,M,1,Tecnico de Laboratorio,Casado(a),2218,80,4,3,4,2,3,2,N
531,39,P&D,1,M,5,Gerente,Divorviado(a),19197,80,21,3,21,8,1,6,N
532,56,Vendas,3,F,4,Executivo de Vendas,Casado(a),13212,80,36,0,7,7,7,7,N
533,30,Vendas,3,F,2,Executivo de Vendas,Solteiro(a),6577,80,6,6,5,4,4,4,N
534,41,Vendas,3,M,3,Executivo de Vendas,Casado(a),8392,80,10,2,10,7,0,7,N
536,28,P&D,2,M,2,Tecnico de Laboratorio,Divorviado(a),4558,80,10,2,10,0,1,8,N
538,25,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),4031,80,6,5,2,2,0,2,S
543,52,P&D,3,M,3,Diretor de Manufatura,Casado(a),7969,80,28,4,5,4,0,4,N
544,45,P&D,2,M,1,Pesquisador,Casado(a),2654,80,8,3,2,2,0,2,N
546,52,P&D,2,F,4,Gerente,Casado(a),16555,80,31,2,5,2,1,4,N
547,42,P&D,2,F,2,Pesquisador,Divorviado(a),4556,80,19,3,5,4,0,2,N
548,30,P&D,3,F,2,Diretor de Manufatura,Solteiro(a),6091,80,11,2,5,4,0,2,N
549,60,P&D,3,F,5,Gerente,Casado(a),19566,80,33,5,29,8,11,10,N
550,46,P&D,3,F,2,Diretor de Manufatura,Divorviado(a),4810,80,19,5,10,7,0,8,N
551,42,P&D,4,F,2,Representante de Saude,Casado(a),4523,80,7,4,6,5,0,4,N
554,24,Vendas,1,F,1,Representante de Vendas,Solteiro(a),3202,80,6,4,5,3,1,4,S
555,34,Vendas,2,F,1,Representante de Vendas,Divorviado(a),2351,80,3,3,2,2,1,0,S
556,38,P&D,2,M,1,Tecnico de Laboratorio,Casado(a),1702,80,1,3,1,0,0,0,N
558,40,Vendas,4,F,5,Gerente,Casado(a),18041,80,21,2,20,15,1,12,N
560,26,P&D,3,F,1,Pesquisador,Divorviado(a),2886,80,3,3,3,2,0,2,N
562,30,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),2097,80,9,3,5,3,1,4,N
564,29,P&D,4,M,3,Diretor de Pesquisa,Casado(a),11935,80,10,2,10,2,0,7,N
565,29,P&D,5,F,1,Pesquisador,Casado(a),2546,80,6,2,2,2,1,1,S
566,19,RH,2,M,1,RH,Solteiro(a),2564,80,1,3,1,0,0,0,S
567,30,Vendas,4,F,3,Executivo de Vendas,Casado(a),8412,80,10,3,9,8,7,8,N
568,57,Vendas,3,M,4,Gerente,Divorviado(a),14118,80,32,3,1,0,0,0,N
569,50,P&D,4,M,4,Gerente,Casado(a),17046,80,28,2,27,10,15,7,N
571,30,P&D,3,F,1,Tecnico de Laboratorio,Solteiro(a),2564,80,12,2,11,7,6,7,N
573,60,Vendas,3,F,3,Executivo de Vendas,Casado(a),10266,80,22,5,18,13,13,11,N
574,47,P&D,2,F,2,Diretor de Manufatura,Divorviado(a),5070,80,20,2,5,0,0,4,N
575,46,P&D,3,M,4,Diretor de Pesquisa,Casado(a),17861,80,26,2,3,2,0,1,N
577,35,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),4230,80,6,2,5,4,4,3,N
578,54,P&D,4,F,2,Tecnico de Laboratorio,Solteiro(a),3780,80,19,3,1,0,0,0,N
579,34,P&D,4,M,1,Pesquisador,Divorviado(a),2768,80,14,3,7,3,5,7,N
580,46,Vendas,3,F,3,Executivo de Vendas,Casado(a),9071,80,15,3,3,2,1,2,N
581,31,P&D,1,M,3,Diretor de Manufatura,Divorviado(a),10648,80,13,6,13,8,0,8,N
582,33,P&D,1,M,3,Gerente,Casado(a),13610,80,15,2,7,6,7,7,S
584,33,P&D,1,M,1,Tecnico de Laboratorio,Divorviado(a),3408,80,8,2,4,3,1,3,S
585,30,Vendas,1,M,1,Representante de Vendas,Solteiro(a),2983,80,4,3,3,2,1,2,N
586,35,P&D,3,M,3,Representante de Saude,Casado(a),7632,80,10,2,8,7,0,0,N
587,31,P&D,3,M,3,Representante de Saude,Casado(a),9824,80,12,2,1,0,0,0,S
590,34,RH,3,F,3,RH,Divorviado(a),9950,80,11,2,3,2,0,2,S
591,42,P&D,2,M,1,Tecnico de Laboratorio,Casado(a),2093,80,8,4,2,2,2,0,N
592,36,Vendas,4,M,3,Executivo de Vendas,Solteiro(a),9980,80,10,3,10,3,9,7,N
593,22,P&D,1,M,1,Tecnico de Laboratorio,Solteiro(a),3894,80,4,3,2,2,1,2,S
595,48,Vendas,5,F,2,Executivo de Vendas,Casado(a),4051,80,14,2,9,7,6,7,N
597,55,Vendas,5,F,4,Gerente,Solteiro(a),16835,80,37,2,10,9,7,7,N
599,41,Vendas,2,M,2,Executivo de Vendas,Solteiro(a),6230,80,16,3,14,3,1,10,N
600,35,Vendas,3,M,2,Executivo de Vendas,Casado(a),4717,80,15,2,11,9,6,9,N
601,40,P&D,3,F,4,Diretor de Manufatura,Solteiro(a),13237,80,22,3,20,6,5,13,N
602,39,P&D,1,F,1,Tecnico de Laboratorio,Casado(a),3755,80,8,3,8,3,0,7,N
604,31,Vendas,1,M,2,Executivo de Vendas,Solteiro(a),6582,80,10,2,6,5,0,5,N
605,42,P&D,3,M,3,Diretor de Manufatura,Casado(a),7406,80,10,5,10,9,5,8,N
606,45,Vendas,3,M,2,Executivo de Vendas,Casado(a),4805,80,9,3,8,7,3,7,N
608,26,RH,4,F,1,RH,Divorviado(a),2741,80,8,2,7,7,1,0,S
611,29,P&D,3,M,2,Diretor de Manufatura,Divorviado(a),4262,80,8,2,3,2,1,2,N
612,33,P&D,5,F,4,Diretor de Pesquisa,Divorviado(a),16184,80,10,2,6,1,0,5,N
613,31,Vendas,3,M,3,Gerente,Divorviado(a),11557,80,10,3,5,4,0,1,N
614,18,Vendas,3,M,1,Representante de Vendas,Solteiro(a),1878,80,0,3,0,0,0,0,S
615,40,Vendas,3,M,3,Executivo de Vendas,Divorviado(a),10932,80,20,2,1,0,0,1,N
616,41,P&D,4,F,2,Representante de Saude,Solteiro(a),6811,80,10,3,8,7,0,7,N
618,26,Vendas,2,M,2,Executivo de Vendas,Divorviado(a),4306,80,8,5,0,0,0,0,N
620,35,Vendas,3,F,2,Executivo de Vendas,Solteiro(a),4859,80,5,3,5,4,0,3,N
621,34,Vendas,4,M,2,Executivo de Vendas,Solteiro(a),5337,80,10,3,10,7,5,7,N
622,26,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),2340,80,1,3,1,0,0,0,S
623,37,P&D,3,F,3,Diretor de Manufatura,Solteiro(a),7491,80,12,3,6,5,1,2,N
624,46,P&D,1,F,3,Representante de Saude,Casado(a),10527,80,28,3,2,2,1,2,N
625,41,Vendas,5,F,4,Gerente,Casado(a),16595,80,22,2,18,16,11,8,N
626,37,Vendas,4,M,3,Executivo de Vendas,Divorviado(a),8834,80,9,6,9,5,7,7,N
630,52,P&D,2,M,2,Pesquisador,Divorviado(a),5577,80,18,3,10,9,6,9,N
631,32,Vendas,4,M,2,Executivo de Vendas,Casado(a),4707,80,6,2,4,2,1,2,S
632,24,Vendas,3,M,1,Representante de Vendas,Casado(a),2400,80,3,3,2,2,2,1,N
634,38,P&D,3,F,2,Representante de Saude,Casado(a),9824,80,18,4,1,0,0,0,N
635,37,P&D,4,F,2,Diretor de Manufatura,Casado(a),6447,80,8,2,6,5,4,3,N
638,49,P&D,4,M,5,Diretor de Pesquisa,Divorviado(a),19502,80,31,5,31,9,0,9,N
639,24,P&D,3,M,1,Pesquisador,Casado(a),2725,80,6,3,6,5,1,4,N
641,26,Vendas,2,M,2,Executivo de Vendas,Casado(a),6272,80,6,5,5,3,1,4,N
643,24,P&D,2,M,1,Tecnico de Laboratorio,Casado(a),2127,80,1,2,1,0,0,0,N
644,50,RH,3,M,5,Gerente,Casado(a),18200,80,32,2,32,5,10,7,N
645,25,Vendas,1,M,1,Representante de Vendas,Casado(a),2096,80,7,1,7,4,0,6,N
647,24,P&D,3,F,1,Tecnico de Laboratorio,Casado(a),2886,80,6,4,6,3,1,2,S
648,30,Vendas,4,M,1,Representante de Vendas,Casado(a),2033,80,1,2,1,0,0,0,S
649,34,P&D,2,M,1,Pesquisador,Casado(a),3622,80,6,3,6,5,1,3,N
650,31,Vendas,4,M,2,Executivo de Vendas,Divorviado(a),4233,80,9,2,3,1,1,2,S
652,35,P&D,2,M,2,Tecnico de Laboratorio,Solteiro(a),3681,80,9,3,3,2,0,2,N
653,31,Vendas,4,M,2,Executivo de Vendas,Divorviado(a),5460,80,13,4,7,7,5,7,N
655,27,P&D,4,F,1,Pesquisador,Divorviado(a),2187,80,6,5,5,3,0,3,N
656,37,Vendas,3,M,2,Executivo de Vendas,Casado(a),9602,80,17,3,3,0,1,0,N
657,20,P&D,3,F,1,Pesquisador,Solteiro(a),2836,80,1,0,1,0,0,0,N
659,42,P&D,4,F,2,Representante de Saude,Casado(a),4089,80,10,4,10,2,2,2,N
661,43,P&D,4,M,4,Diretor de Pesquisa,Divorviado(a),16627,80,21,3,1,0,0,0,N
662,38,P&D,1,F,1,Pesquisador,Solteiro(a),2619,80,8,3,0,0,0,0,N
663,43,P&D,5,M,2,Tecnico de Laboratorio,Divorviado(a),5679,80,10,3,8,7,4,7,N
664,48,P&D,4,F,4,Gerente,Casado(a),15402,80,21,3,3,2,0,2,N
665,44,RH,4,F,2,RH,Solteiro(a),5985,80,10,1,2,2,0,2,N
666,34,Vendas,3,F,1,Representante de Vendas,Divorviado(a),2579,80,8,3,8,2,0,6,N
667,27,Vendas,1,M,1,Representante de Vendas,Divorviado(a),3041,80,5,3,4,3,0,2,S
669,21,Vendas,1,M,1,Representante de Vendas,Solteiro(a),3447,80,3,2,3,2,1,2,N
671,44,P&D,4,M,5,Gerente,Casado(a),19513,80,26,2,2,2,0,1,N
675,22,P&D,1,M,1,Pesquisador,Casado(a),2773,80,3,3,2,2,2,2,N
677,33,Vendas,4,M,2,Executivo de Vendas,Divorviado(a),7104,80,6,3,5,0,1,2,N
679,32,P&D,4,F,2,Pesquisador,Casado(a),6322,80,6,2,6,4,0,5,N
680,30,P&D,3,F,1,Pesquisador,Divorviado(a),2083,80,1,2,1,0,0,0,N
682,53,Vendas,1,F,2,Executivo de Vendas,Solteiro(a),8381,80,18,2,14,7,8,10,N
683,34,P&D,5,M,1,Pesquisador,Casado(a),2691,80,10,4,10,9,8,8,N
684,45,Vendas,4,F,2,Executivo de Vendas,Casado(a),4286,80,5,4,1,1,0,0,S
686,26,P&D,3,F,1,Tecnico de Laboratorio,Casado(a),2659,80,3,2,3,2,0,2,N
689,37,P&D,3,M,3,Diretor de Manufatura,Casado(a),9434,80,10,2,10,7,7,8,N
690,29,Vendas,2,F,2,Executivo de Vendas,Casado(a),5561,80,6,5,6,0,1,2,N
691,35,P&D,4,M,2,Pesquisador,Solteiro(a),6646,80,17,3,17,11,11,8,N
692,33,P&D,3,M,2,Representante de Saude,Divorviado(a),7725,80,15,2,13,11,4,7,N
698,54,RH,4,M,3,RH,Casado(a),10725,80,16,1,9,7,7,1,N
699,36,P&D,2,M,2,Diretor de Manufatura,Divorviado(a),8847,80,13,2,3,2,0,2,N
700,27,P&D,4,M,1,Pesquisador,Solteiro(a),2045,80,5,0,4,2,1,1,N
701,20,P&D,1,M,1,Pesquisador,Solteiro(a),1009,80,1,5,1,0,1,1,S
702,33,P&D,3,M,1,Pesquisador,Solteiro(a),3348,80,10,3,10,8,9,7,S
704,35,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),1281,80,1,3,1,0,0,0,N
705,23,P&D,3,M,1,Pesquisador,Casado(a),2819,80,5,3,3,2,0,2,N
707,25,Vendas,3,M,2,Executivo de Vendas,Casado(a),4851,80,4,4,3,2,1,2,N
709,38,Vendas,4,F,2,Executivo de Vendas,Solteiro(a),4028,80,8,2,7,7,0,5,N
710,29,P&D,4,M,1,Pesquisador,Divorviado(a),2720,80,10,5,10,7,2,8,N
712,48,Vendas,1,M,2,Executivo de Vendas,Casado(a),8120,80,12,3,2,2,2,2,N
714,27,Vendas,1,F,2,Executivo de Vendas,Divorviado(a),4647,80,6,3,6,5,0,4,N
715,37,P&D,2,M,1,Pesquisador,Solteiro(a),4680,80,4,2,1,0,0,0,N
716,50,P&D,1,M,1,Tecnico de Laboratorio,Casado(a),3221,80,20,3,20,8,3,8,N
717,34,P&D,3,F,3,Representante de Saude,Solteiro(a),8621,80,9,3,8,7,7,7,N
720,24,Vendas,2,F,2,Executivo de Vendas,Solteiro(a),4577,80,4,3,2,2,2,0,S
721,39,P&D,4,F,2,Representante de Saude,Solteiro(a),4553,80,20,4,20,7,11,10,N
722,32,Vendas,3,M,2,Executivo de Vendas,Solteiro(a),5396,80,10,2,10,7,0,8,N
723,50,Vendas,2,M,2,Executivo de Vendas,Casado(a),6796,80,18,4,4,3,1,3,S
724,38,P&D,4,F,2,Representante de Saude,Solteiro(a),7625,80,10,4,9,7,1,8,N
725,27,P&D,2,F,3,Diretor de Manufatura,Casado(a),7412,80,9,3,9,7,0,7,N
727,32,P&D,2,F,3,Diretor de Pesquisa,Solteiro(a),11159,80,10,6,7,7,7,7,N
728,47,Vendas,4,M,2,Executivo de Vendas,Solteiro(a),4960,80,20,2,7,7,1,7,N
729,40,Vendas,4,M,3,Executivo de Vendas,Casado(a),10475,80,20,2,18,13,1,12,N
730,53,P&D,3,M,4,Diretor de Pesquisa,Casado(a),14814,80,32,3,5,1,1,3,N
731,41,RH,4,M,5,Gerente,Divorviado(a),19141,80,23,2,21,6,12,6,N
732,60,Vendas,4,M,2,Executivo de Vendas,Solteiro(a),5405,80,10,1,2,2,2,2,N
733,27,P&D,2,M,3,Diretor de Manufatura,Divorviado(a),8793,80,9,4,9,7,1,7,N
734,41,RH,3,M,5,Gerente,Casado(a),19189,80,22,3,22,7,2,10,N
738,50,Vendas,4,M,1,Representante de Vendas,Casado(a),3875,80,4,2,2,2,2,2,N
741,28,P&D,2,F,1,Pesquisador,Solteiro(a),2216,80,10,4,7,7,3,7,S
742,36,P&D,3,F,3,Diretor de Pesquisa,Casado(a),11713,80,10,2,8,7,0,5,N
743,38,P&D,3,F,3,Diretor de Manufatura,Solteiro(a),7861,80,10,4,1,0,0,0,N
744,44,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),3708,80,9,5,5,2,1,4,N
746,47,Vendas,3,F,4,Executivo de Vendas,Divorviado(a),13770,80,28,2,22,2,11,13,N
747,30,Vendas,5,M,2,Executivo de Vendas,Divorviado(a),5304,80,10,2,8,7,7,7,N
749,29,Vendas,3,M,1,Representante de Vendas,Solteiro(a),2642,80,1,6,1,0,0,0,N
752,42,P&D,3,M,1,Pesquisador,Divorviado(a),2759,80,7,2,2,2,2,2,S
754,43,Vendas,3,M,2,Executivo de Vendas,Casado(a),6804,80,7,5,2,2,2,2,N
757,34,P&D,2,F,2,Representante de Saude,Solteiro(a),6142,80,10,2,5,1,4,3,N
758,23,P&D,1,M,1,Tecnico de Laboratorio,Casado(a),2500,80,5,2,4,3,0,2,N
760,39,RH,3,F,2,RH,Casado(a),6389,80,12,3,8,3,3,6,N
762,56,P&D,3,M,4,Representante de Saude,Casado(a),11103,80,30,1,10,7,1,1,N
763,40,P&D,1,F,1,Pesquisador,Solteiro(a),2342,80,5,2,4,2,2,3,N
764,27,P&D,3,F,2,Representante de Saude,Solteiro(a),6811,80,9,2,7,6,0,7,N
